battery_power,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,talk_time,bluetooth,gen,cores,speed,sim,f_camera,camera,memory,screen,wifi,price,resolution,DPI_w,call_ratio,cores_ord,speed_ord,sim_ord,wifi_ord,bluetooth_bin,screen_bin
618,0.2,88,879,896,2399,18,15,17,Yes,4,triple,low,Dual,2.0,7.0,57.47,Touch,b,738.85,136.07,151.72,36.35,3,1,1,2,1,1
553,0.7,136,1287,1892,3300,12,10,20,Yes,4,dual,medium,Dual,,1.0,18.5,LCD,none,863.28,372.08,480.57,27.65,2,2,1,1,1,0
673,0.4,84,1109,1247,2719,19,2,9,Yes,3,dual,medium,Dual,2.0,9.0,3.54,Touch,g,867.64,221.87,1583.69,74.78,2,2,1,4,1,1
563,0.3,115,211,684,3012,14,4,15,No,3,hepta,medium,Dual,3.0,12.0,47.78,LCD,none,605.94,124.87,434.34,37.53,7,2,1,1,0,0
1590,0.5,187,1058,1109,2836,6,5,4,No,4,quad,medium,Dual,12.0,15.0,14.92,LCD,none,1007.15,498.46,563.37,397.5,4,2,1,1,0,0
1031,0.1,121,532,1247,2385,11,7,16,Yes,4,dual,medium,Dual,2.0,9.0,11.61,LCD,none,1123.3,264.11,452.48,64.44,2,2,1,1,1,0
909,0.4,97,290,773,594,12,0,4,Yes,3,triple,low,Dual,9.0,10.0,30.09,Touch,a,663.88,174.75,0.0,227.25,3,1,1,3,1,1
1880,0.6,104,890,1019,2968,9,0,3,No,4,quad,low,Single,,1.0,7.28,Touch,none,1380.47,381.83,0.0,626.67,4,1,0,1,0,1
1479,0.1,146,327,645,3762,12,10,5,Yes,4,hexa,medium,Dual,,,24.7,LCD,none,885.5,117.59,163.83,295.8,6,2,1,1,1,0
1271,0.9,161,1260,1788,892,15,13,20,No,2,single,medium,Dual,,1.0,2.23,Touch,none,655.3,279.9,349.35,63.55,1,2,1,1,0,1
709,0.1,81,570,1422,467,17,11,5,No,4,octa,medium,Single,11.0,15.0,13.05,Touch,b,640.23,192.17,328.35,141.8,8,2,0,2,0,1
1744,0.7,158,621,1558,345,10,6,14,No,4,single,high,Single,,,62.47,LCD,none,795.13,365.3,659.55,124.57,1,3,0,1,0,0
1314,0.8,116,328,1858,3033,9,8,17,Yes,4,hepta,medium,Single,,1.0,40.88,Touch,a,1241.4,397.98,589.92,77.29,7,2,0,3,1,1
1136,0.9,150,1307,1767,2110,9,5,16,No,4,hexa,low,Single,,2.0,9.4,LCD,g,1022.45,542.22,897.64,71.0,6,1,0,4,0,0
1039,0.3,125,497,618,3105,14,8,5,Yes,2,octa,high,Single,11.0,13.0,56.5,Touch,a,851.55,124.92,196.22,207.8,8,3,0,3,1,1
1300,0.1,156,219,1037,874,15,3,10,Yes,3,hexa,low,Single,5.0,7.0,62.73,Touch,none,645.68,175.99,877.99,130.0,6,1,0,1,1,1
732,0.6,188,1163,1554,3681,19,3,15,Yes,4,hepta,high,Dual,7.0,11.0,39.63,Touch,a,1180.15,256.31,1315.72,48.8,7,3,1,3,1,1
511,0.7,180,24,759,3865,8,3,7,No,4,dual,low,Dual,1.0,10.0,52.54,LCD,b,980.65,225.75,642.62,73.0,2,1,1,2,0,0
1092,0.5,167,468,571,737,14,4,11,Yes,2,triple,low,Dual,10.0,14.0,11.5,Touch,none,427.39,128.79,362.59,99.27,3,1,1,1,1,1
921,0.1,170,1272,1469,3153,8,2,11,Yes,4,hepta,medium,Dual,12.0,18.0,10.42,Touch,none,1413.82,598.54,1865.63,83.73,7,2,1,1,1,1
1030,0.7,147,503,551,2800,8,6,12,Yes,4,single,low,Single,4.0,8.0,37.33,LCD,n,988.16,189.5,233.26,85.83,1,1,0,5,1,0
1130,0.9,101,1495,1579,315,14,5,11,No,3,single,medium,Dual,,8.0,27.96,Touch,none,655.29,371.53,802.13,102.73,1,2,1,1,0,1
1299,0.8,187,1333,1838,1412,13,1,20,No,2,octa,high,Dual,2.0,6.0,60.26,Touch,a,665.16,442.31,4668.52,64.95,8,3,1,3,0,1
1009,0.6,115,267,1841,2286,19,8,13,Yes,4,hepta,high,Dual,7.0,15.0,2.29,LCD,none,968.66,229.2,584.52,77.62,7,3,1,1,1,0
1735,0.1,140,149,876,2392,17,15,19,No,3,dual,medium,Dual,16.0,17.0,34.67,LCD,b,597.06,99.55,148.34,91.32,2,2,1,2,0,0
1129,0.5,185,1070,1079,1857,8,4,5,Yes,3,dual,high,Dual,,2.0,49.38,Touch,a,772.66,431.53,685.17,225.8,2,3,1,3,1,1
708,0.3,116,206,620,1419,10,6,16,No,3,hepta,medium,Single,,1.0,26.04,Touch,g,745.15,142.3,262.47,44.25,7,2,0,4,0,1
894,0.1,123,158,747,3305,12,7,2,No,4,dual,low,Single,2.0,3.0,58.77,LCD,none,824.0,139.6,271.05,447.0,2,1,0,1,0,0
530,0.3,88,48,1012,959,17,7,6,No,2,hexa,high,Single,1.0,20.0,32.15,Touch,none,394.67,139.97,367.21,88.33,6,3,0,1,0,1
1481,0.5,105,249,522,2635,17,16,4,Yes,3,triple,medium,Dual,,,35.21,LCD,g,852.13,62.93,82.87,370.25,3,2,1,4,1,0
1068,0.6,194,935,1499,1754,17,7,9,No,4,penta,high,Dual,,1.0,45.71,LCD,g,819.62,244.08,543.92,118.67,5,3,1,4,0,0
1487,0.7,84,140,768,2563,18,4,14,No,4,triple,low,Single,6.0,12.0,56.97,LCD,none,909.6,107.54,487.68,106.21,3,1,0,1,0,0
1524,1.0,96,184,740,1936,7,0,9,No,4,quad,high,Dual,11.0,20.0,41.41,Touch,n,990.2,276.69,0.0,169.33,4,3,1,5,0,1
1093,0.3,196,238,807,1869,8,5,4,No,4,octa,medium,Dual,2.0,14.0,22.58,Touch,n,953.2,226.53,409.96,273.25,8,2,1,5,0,1
1816,0.1,186,800,1089,3637,11,7,16,Yes,2,penta,medium,Dual,,2.0,50.44,LCD,b,1308.92,263.24,395.15,113.5,5,2,1,2,1,0
627,0.8,142,211,507,896,17,6,14,No,2,triple,medium,Single,2.0,8.0,20.97,LCD,none,462.44,77.37,214.63,44.79,3,2,0,1,0,0
989,0.4,132,670,804,2349,10,1,20,Yes,4,triple,low,Single,13.0,15.0,51.19,LCD,g,932.7,264.51,2042.16,49.45,3,1,0,4,1,0
1895,0.7,134,725,1335,774,15,4,6,No,4,single,low,Single,2.0,11.0,5.72,Touch,none,1007.67,248.56,847.73,315.83,1,1,0,1,0,1
805,0.9,168,81,1544,3397,7,6,2,Yes,4,triple,medium,Dual,,10.0,58.68,LCD,none,862.19,425.96,653.63,402.5,3,2,1,1,1,0
713,0.4,181,1211,1378,485,10,6,4,Yes,4,octa,medium,Single,7.0,9.0,2.36,Touch,n,800.67,399.56,583.35,178.25,8,2,0,5,1,1
864,0.7,148,1362,1378,3964,13,8,12,No,4,quad,high,Single,10.0,15.0,24.68,Touch,none,1243.17,322.4,437.52,72.0,4,3,0,1,0,1
1177,1.0,181,945,1923,1887,8,5,11,No,3,quad,low,Single,1.0,7.0,11.52,Touch,a,943.85,576.89,976.88,107.0,4,1,0,3,0,1
582,0.7,107,1043,1702,2977,6,1,20,No,2,triple,low,Single,8.0,11.0,32.58,Touch,b,750.87,833.54,4323.08,29.1,3,1,0,2,0,1
1898,0.2,185,444,739,2114,10,5,19,No,4,hepta,medium,Dual,3.0,4.0,56.65,Touch,a,1164.1,195.86,375.41,99.89,7,2,1,3,0,1
1158,0.7,123,311,1796,1542,17,9,15,No,4,dual,low,Dual,1.0,20.0,29.64,LCD,n,747.92,240.69,506.87,77.2,2,1,1,5,0,0
1451,0.6,181,812,1456,3038,15,7,18,Yes,4,octa,low,Single,5.0,12.0,57.37,LCD,a,1040.58,255.81,528.32,80.61,8,1,0,3,1,0
1820,0.9,163,202,1884,2481,11,9,11,Yes,2,hepta,medium,Single,5.0,10.0,50.94,LCD,none,890.4,338.63,531.71,165.45,7,2,0,1,1,0
984,0.8,140,531,707,841,18,15,16,No,4,triple,low,Dual,3.0,20.0,9.43,LCD,none,744.5,95.85,119.72,61.5,3,1,1,1,0,0
580,0.4,135,404,898,3565,12,11,8,Yes,3,quad,medium,Dual,,5.0,24.86,LCD,a,524.67,153.64,207.36,72.5,4,2,1,3,1,0
1263,0.4,146,954,1609,1958,9,6,4,Yes,3,hexa,medium,Single,,3.0,5.31,Touch,a,865.13,439.25,681.14,315.75,6,2,0,3,1,1
1237,0.1,87,274,603,2454,14,0,8,No,3,octa,low,Single,2.0,5.0,27.62,Touch,a,641.54,120.17,0.0,154.62,8,1,0,3,0,1
514,0.1,172,956,1723,3392,12,8,5,Yes,4,single,medium,Single,7.0,9.0,37.7,Touch,b,1020.58,347.03,547.05,102.8,1,2,0,2,1,1
1515,0.9,184,1438,1593,262,14,4,20,No,4,triple,high,Single,,1.0,56.36,Touch,none,1046.79,374.37,1011.56,75.75,3,3,0,1,0,1
721,0.4,194,1446,1988,530,8,4,8,No,4,quad,low,Dual,6.0,9.0,6.07,LCD,a,823.99,698.1,1262.38,90.12,4,1,1,3,0,0
603,0.7,126,692,1057,3703,13,1,9,Yes,2,triple,high,Dual,3.0,16.0,35.38,LCD,b,1063.16,246.12,2684.78,67.0,3,3,1,2,1,0
1426,0.4,109,777,1032,2562,5,1,3,Yes,4,single,high,Single,2.0,7.0,55.42,LCD,none,1001.89,643.49,2621.28,475.33,1,3,0,1,1,0
1820,0.6,161,1157,1951,574,10,2,18,Yes,4,single,medium,Dual,,3.0,64.66,Touch,none,967.67,564.95,2477.77,101.11,1,2,1,1,1,1
1215,0.1,130,454,1473,2632,7,1,15,No,2,quad,medium,Single,4.0,8.0,16.72,LCD,a,756.94,553.68,3741.42,81.0,4,2,0,3,0,0
697,0.4,173,478,1477,259,12,6,4,No,4,dual,high,Dual,5.0,6.0,20.59,Touch,b,646.85,293.91,625.26,174.25,2,3,1,2,0,1
717,0.6,198,217,1106,688,10,7,15,Yes,2,single,low,Dual,4.0,5.0,10.03,Touch,none,410.33,234.53,401.32,47.8,1,1,1,1,1,1
1348,0.3,145,468,741,2554,19,1,12,Yes,2,hexa,medium,Dual,5.0,6.0,36.05,Touch,none,528.15,117.0,1882.14,112.33,6,2,1,1,1,1
1164,0.3,88,1107,1656,3859,11,10,17,Yes,2,single,high,Dual,,6.0,61.65,Touch,none,1249.17,340.34,420.62,68.47,1,3,1,1,1,1
578,0.3,170,626,1134,2977,15,12,5,Yes,4,penta,low,Single,9.0,13.0,62.78,Touch,b,1257.76,171.28,240.03,115.6,5,1,0,2,1,1
1971,0.3,186,485,922,571,8,7,17,Yes,3,hepta,low,Dual,,19.0,40.53,Touch,none,900.59,248.93,334.55,115.94,7,1,1,1,1,1
1794,0.5,86,43,627,402,14,7,14,Yes,4,hepta,low,Dual,5.0,7.0,55.16,LCD,b,681.88,101.99,227.51,128.14,7,1,1,2,1,0
1558,0.1,114,322,1385,878,16,5,17,Yes,4,penta,high,Single,2.0,3.0,32.13,Touch,n,854.73,215.46,703.58,91.65,5,3,0,5,1,1
1597,0.5,85,880,1145,2130,8,3,15,Yes,4,single,low,Single,4.0,19.0,4.4,Touch,none,1176.17,429.31,969.43,106.47,1,1,0,1,1,1
1240,0.1,146,1511,1756,3260,13,1,17,No,2,dual,medium,Single,,9.0,39.65,LCD,n,932.13,451.3,4460.24,72.94,2,2,0,5,0,0
1994,0.6,88,667,711,454,11,8,6,Yes,4,octa,low,Dual,2.0,4.0,7.23,Touch,none,679.09,182.06,225.74,332.33,8,1,1,1,1,1
1221,0.4,152,765,1899,2638,19,16,14,No,4,hepta,high,Single,7.0,19.0,35.49,Touch,g,1177.58,209.35,301.47,87.21,7,3,0,4,0,1
989,0.6,156,614,679,2819,16,13,5,Yes,4,octa,medium,Dual,11.0,17.0,24.54,LCD,g,802.19,112.79,132.67,197.8,8,2,1,4,1,0
1180,1.0,144,925,1252,1464,7,3,20,Yes,4,quad,medium,Single,5.0,20.0,50.59,Touch,b,831.14,519.17,1060.03,59.0,4,2,0,2,1,1
718,0.8,113,1185,1387,1824,11,9,3,No,3,hexa,high,Single,10.0,13.0,59.89,Touch,none,668.53,326.02,391.44,239.33,6,3,0,1,0,1
1670,0.8,139,1706,1886,876,16,0,5,Yes,3,octa,medium,Dual,,15.0,47.26,Touch,none,965.66,403.72,0.0,334.0,8,2,1,1,1,1
534,0.3,164,347,1477,2706,7,5,18,Yes,4,hepta,high,Single,1.0,9.0,21.17,Touch,none,801.36,447.99,750.32,29.67,7,3,0,1,1,1
1566,0.5,126,1603,1930,659,14,9,13,Yes,3,dual,low,Dual,,,20.9,Touch,a,777.09,382.89,544.69,120.46,2,1,1,3,1,1
1935,0.6,124,806,860,455,9,2,6,No,4,penta,low,Single,,9.0,29.54,LCD,g,941.12,324.72,1092.2,322.5,5,1,0,4,0,0
504,0.4,163,1207,1539,2378,17,11,2,Yes,3,dual,high,Dual,2.0,10.0,54.28,LCD,none,687.2,245.35,355.37,252.0,2,3,1,1,1,0
913,0.3,103,431,1144,2278,15,3,18,No,4,single,medium,Dual,1.0,14.0,41.85,Touch,none,906.77,202.99,968.59,50.72,1,2,1,1,0,1
1317,0.5,113,179,613,3436,16,13,5,No,2,penta,medium,Dual,2.0,3.0,43.5,Touch,g,959.56,78.68,119.77,263.4,5,2,1,4,0,1
917,0.5,88,423,909,3424,19,2,13,Yes,4,hexa,low,Single,1.0,2.0,31.68,Touch,none,877.62,133.3,1154.43,70.54,6,1,0,1,1,1
712,0.6,99,1131,1743,401,5,0,10,No,3,hexa,high,Dual,1.0,3.0,49.49,LCD,a,630.46,1055.52,0.0,71.2,6,3,1,3,0,0
1083,0.9,126,925,1469,681,19,18,19,No,3,dual,medium,Single,6.0,20.0,52.65,Touch,a,594.57,168.47,207.29,57.0,2,2,0,3,0,1
1039,0.1,136,62,544,3212,15,7,7,No,4,hexa,low,Single,5.0,8.0,6.52,LCD,n,1107.42,84.02,197.39,148.43,6,1,0,5,0,0
1747,0.7,185,800,873,3105,7,1,10,No,3,hexa,low,Single,4.0,12.0,13.38,LCD,none,1001.03,425.35,2217.42,174.7,6,1,0,1,0,0
1449,0.6,105,211,947,2036,5,1,10,Yes,2,hexa,low,Dual,,,52.21,Touch,none,601.72,483.3,2405.38,144.9,6,1,1,1,1,1
1872,0.2,139,81,1389,3153,16,15,5,Yes,3,hepta,low,Dual,14.0,18.0,49.24,Touch,none,1151.95,161.14,235.2,374.4,7,1,1,1,1,1
1796,0.1,101,667,798,1642,9,4,3,No,2,quad,medium,Dual,5.0,6.0,7.33,Touch,b,561.51,268.23,506.73,598.67,4,2,1,2,0,1
1097,0.8,181,405,519,509,15,12,12,No,3,single,medium,Single,,17.0,60.79,LCD,none,547.08,87.05,109.86,91.42,1,2,0,1,0,0
1562,0.8,172,678,1676,3465,16,11,6,No,4,octa,low,Dual,1.0,10.0,20.45,Touch,none,1194.86,236.51,387.0,260.33,8,1,1,1,0,1
1433,0.9,153,1619,1651,3900,18,16,2,Yes,4,hepta,high,Single,8.0,12.0,27.35,LCD,g,1243.95,243.88,262.1,716.5,7,3,0,4,1,0
740,0.2,123,935,1147,1105,7,6,19,No,2,single,medium,Single,1.0,11.0,12.72,Touch,a,575.96,407.69,485.56,38.95,1,2,0,3,0,1
676,0.2,84,864,1011,2064,13,7,6,No,4,single,medium,Single,1.0,5.0,39.62,LCD,none,910.27,228.78,366.85,112.67,1,2,0,1,0,0
503,0.7,131,1495,1688,3117,19,6,9,Yes,4,single,medium,Dual,1.0,4.0,13.46,LCD,a,1093.3,287.45,714.59,55.89,1,2,1,3,1,0
1020,0.7,96,870,1613,1142,13,9,8,No,4,triple,medium,Single,13.0,18.0,7.34,LCD,n,801.85,294.41,455.22,127.5,3,2,0,5,0,0
896,0.3,111,1379,1469,1060,12,10,4,No,4,single,medium,Dual,3.0,4.0,4.38,Touch,a,784.12,327.63,373.13,224.0,1,2,1,3,0,1
1824,0.9,143,1055,1738,2381,14,1,5,Yes,4,dual,low,Single,4.0,5.0,19.43,LCD,none,1261.69,367.93,4414.52,364.8,2,1,0,1,1,0
1512,0.4,134,220,1838,3366,7,3,11,No,4,triple,low,Dual,1.0,2.0,54.6,LCD,b,1266.22,617.38,1556.17,137.45,3,1,1,2,0,0
1053,0.9,126,419,1261,1339,17,0,14,No,2,hexa,high,Single,7.0,17.0,42.69,LCD,b,557.82,198.54,0.0,75.21,6,3,0,2,0,0
1944,0.8,87,1111,1362,2560,7,3,8,Yes,4,quad,medium,Dual,,10.0,31.27,LCD,none,1060.99,586.21,1153.16,243.0,4,2,1,1,1,0
1174,0.8,91,1097,1461,285,19,7,3,No,4,dual,low,Dual,1.0,8.0,25.14,LCD,b,754.97,229.18,530.13,391.33,2,1,1,2,0,0
627,0.2,131,447,819,2476,17,1,10,Yes,4,hepta,medium,Dual,3.0,17.0,12.3,LCD,none,952.61,139.17,2080.26,62.7,7,2,1,1,1,0
1602,0.6,118,273,1062,1862,16,9,2,No,4,single,high,Single,4.0,5.0,46.54,LCD,n,921.81,151.72,299.72,801.0,1,3,0,5,0,0
1733,0.9,170,590,997,3488,6,4,10,Yes,4,single,medium,Dual,4.0,15.0,6.72,Touch,n,1135.94,408.06,633.1,173.3,1,2,1,5,1,1
586,0.5,142,116,598,3178,9,7,10,No,4,octa,medium,Dual,10.0,14.0,8.28,LCD,b,984.75,135.7,216.99,58.6,8,2,1,2,0,0
1528,0.2,156,306,564,733,15,0,14,No,3,octa,high,Single,2.0,3.0,37.66,Touch,none,523.2,108.66,0.0,109.14,8,3,0,1,0,1
875,0.1,110,300,1316,756,14,5,6,No,2,hepta,low,Single,2.0,7.0,23.62,LCD,none,418.44,230.62,668.53,145.83,7,1,0,1,0,0
1602,0.4,170,1259,1746,3622,17,2,17,No,2,single,low,Single,12.0,13.0,58.49,Touch,a,904.17,319.42,2217.42,94.24,1,1,0,3,0,1
1426,0.7,174,1573,1694,1277,14,9,5,No,4,penta,medium,Single,4.0,16.0,12.55,LCD,none,1087.09,352.8,478.08,285.2,5,2,0,1,0,0
1370,0.2,158,1392,1783,3703,13,10,11,No,4,hexa,medium,Single,5.0,8.0,6.37,Touch,none,1317.28,350.31,452.88,124.55,6,2,0,1,0,1
609,0.1,81,113,1524,1905,16,3,18,Yes,4,hexa,low,Single,4.0,6.0,10.45,Touch,b,727.16,238.44,1290.32,33.83,6,1,0,2,1,1
840,0.3,178,526,1728,2636,12,2,6,No,4,hexa,medium,Dual,5.0,8.0,15.2,Touch,none,639.43,377.13,2194.56,140.0,6,2,1,1,0,1
991,0.3,158,1209,1678,2014,11,9,10,No,4,penta,medium,Single,2.0,6.0,12.54,LCD,none,1064.87,369.61,473.57,99.1,5,2,0,1,0,0
1724,0.8,100,655,828,3056,18,16,6,Yes,4,dual,medium,Single,,1.0,9.3,LCD,none,1044.11,111.35,131.45,287.33,2,2,0,1,1,0
584,0.3,168,1123,1622,465,12,8,4,Yes,4,triple,medium,Single,,,19.34,Touch,none,628.74,347.45,514.99,146.0,3,2,0,1,1,1
860,0.7,141,692,979,3869,16,14,20,Yes,4,hexa,medium,Dual,1.0,13.0,49.23,Touch,b,1065.07,143.23,177.62,43.0,6,2,1,2,1,1
1541,0.2,165,796,1052,1108,12,1,7,Yes,4,penta,high,Dual,10.0,15.0,28.46,LCD,n,762.49,278.27,2672.08,220.14,5,3,1,5,1,0
615,0.5,130,1021,1958,1906,14,5,5,Yes,3,penta,low,Dual,7.0,8.0,58.28,LCD,none,784.12,377.29,994.66,123.0,5,1,1,1,1,0
912,0.4,84,995,1310,851,8,4,4,Yes,4,quad,high,Dual,6.0,11.0,46.82,Touch,b,731.64,467.16,831.85,228.0,4,3,1,2,1,1
1278,0.6,172,1244,1504,3142,11,4,19,Yes,4,hepta,medium,Single,10.0,14.0,61.01,LCD,n,1477.93,423.56,955.04,67.26,7,2,0,5,1,0
1365,0.3,125,293,970,1300,14,7,13,No,4,quad,low,Single,,,31.43,LCD,g,891.77,164.43,351.97,105.0,4,1,0,4,0,0
1702,0.1,177,1240,1931,1430,8,6,10,No,2,penta,medium,Single,7.0,9.0,36.52,LCD,none,770.74,582.89,817.46,170.2,5,2,0,1,0,0
589,0.7,146,759,1858,362,16,10,6,Yes,4,octa,low,Single,1.0,4.0,59.62,Touch,a,696.92,270.19,471.93,98.17,8,1,0,3,1,1
1347,0.3,95,398,1528,2456,13,0,13,No,3,single,medium,Dual,10.0,19.0,56.53,Touch,g,698.54,308.51,0.0,103.62,1,2,1,4,0,1
1644,1.0,137,358,791,2360,7,4,19,No,4,octa,high,Single,,,44.59,LCD,none,1298.44,273.54,502.29,86.53,8,3,0,1,0,0
956,0.1,133,403,1614,3700,10,0,7,No,3,hepta,medium,Dual,1.0,11.0,42.7,Touch,none,1091.04,422.54,0.0,136.57,7,2,1,1,0,1
1089,0.1,153,211,1409,2620,7,5,13,No,3,hepta,medium,Dual,10.0,20.0,2.08,LCD,none,837.43,420.67,715.77,83.77,7,2,1,1,0,0
871,0.1,178,194,1437,437,14,7,17,No,3,triple,low,Single,2.0,3.0,52.3,LCD,none,543.82,235.3,521.43,51.24,3,1,0,1,0,0
664,0.9,164,1076,1472,3774,11,5,18,No,4,dual,medium,Single,5.0,19.0,6.3,LCD,none,1430.94,383.29,747.78,36.89,2,2,0,1,0,0
1874,0.8,192,1238,1418,1218,15,10,17,Yes,2,dual,low,Single,1.0,9.0,19.18,Touch,none,759.81,265.22,360.17,110.24,2,1,0,1,1,1
1928,0.8,162,229,1004,696,14,12,15,No,3,penta,high,Single,5.0,16.0,5.88,Touch,b,796.33,141.85,212.51,128.53,5,3,0,2,0,1
888,0.4,198,327,1683,3407,12,1,20,No,4,dual,high,Dual,2.0,17.0,32.97,LCD,none,1411.21,361.64,4274.82,44.4,2,3,1,1,0,0
1077,0.8,86,135,1892,3902,9,3,3,Yes,3,hepta,medium,Dual,1.0,13.0,58.45,LCD,none,986.79,507.85,1601.89,359.0,7,2,1,1,1,0
1023,0.2,80,5,1744,2086,10,0,19,Yes,4,octa,high,Dual,5.0,7.0,30.62,Touch,b,651.41,442.98,0.0,53.84,8,3,1,2,1,1
1426,0.6,84,715,1163,1356,15,9,16,Yes,4,triple,low,Single,2.0,10.0,42.56,LCD,b,820.11,198.23,328.22,89.12,3,1,0,2,1,0
831,0.7,177,511,621,1704,6,5,20,No,4,penta,medium,Dual,7.0,11.0,26.3,Touch,g,785.6,261.54,315.47,41.55,5,2,1,4,0,1
1496,0.5,85,549,1383,3571,16,1,11,Yes,4,triple,medium,Dual,,9.0,6.32,Touch,n,1199.38,235.76,3512.82,136.0,3,2,1,5,1,1
1433,0.1,129,420,784,2132,18,15,19,Yes,4,penta,high,Single,2.0,11.0,5.82,LCD,a,549.03,96.42,132.76,75.42,5,3,0,3,1,0
1095,0.7,103,838,1066,3209,13,11,8,Yes,4,quad,high,Dual,,5.0,44.36,Touch,n,1005.02,202.25,246.15,136.88,4,3,1,5,1,1
643,0.8,156,314,1400,2096,13,6,2,Yes,4,single,low,Dual,3.0,9.0,23.16,LCD,none,997.67,254.53,592.67,321.5,1,1,1,1,1,0
1142,0.5,198,739,1766,1273,19,0,6,Yes,4,quad,medium,Single,,,6.13,LCD,none,909.26,255.92,0.0,190.33,4,2,0,1,1,0
730,0.1,112,62,846,3623,9,4,15,Yes,4,penta,low,Dual,3.0,10.0,27.86,Touch,none,897.21,218.77,537.21,48.67,5,1,1,1,1,1
1901,0.6,131,3,1662,368,5,1,12,Yes,4,dual,low,Single,5.0,17.0,41.49,LCD,none,803.38,827.9,4221.48,158.42,2,1,0,1,1,0
1510,0.7,135,963,1520,854,8,2,10,No,3,triple,low,Dual,1.0,8.0,32.49,LCD,n,727.44,554.25,1930.4,151.0,3,1,1,5,0,0
1924,0.9,136,1438,1923,3646,10,9,16,No,4,hexa,high,Single,,,59.47,LCD,g,1726.87,453.34,542.71,120.25,6,3,0,4,0,0
1825,0.1,157,1621,1773,3130,12,4,2,No,4,quad,medium,Dual,13.0,18.0,17.23,LCD,g,1095.75,482.4,1125.86,912.5,4,2,1,4,0,0
1275,0.2,152,19,501,3784,13,4,4,Yes,4,single,low,Dual,3.0,9.0,5.25,Touch,none,1103.48,93.63,318.14,318.75,1,1,1,1,1,1
987,0.8,124,887,1274,3885,11,0,14,Yes,3,hepta,high,Single,9.0,17.0,17.68,Touch,none,1298.72,358.46,0.0,70.5,7,3,0,1,1,1
1538,0.2,121,567,986,1494,18,10,12,Yes,4,hepta,high,Single,6.0,7.0,13.32,Touch,b,714.64,140.3,250.44,128.17,7,3,0,2,1,1
1965,0.5,149,584,676,2973,11,1,20,Yes,4,penta,low,Single,4.0,13.0,29.34,Touch,a,1117.24,205.43,1717.04,98.25,5,1,0,3,1,1
808,0.8,185,496,974,1471,13,4,11,No,2,hexa,medium,Single,7.0,14.0,20.22,Touch,none,737.4,204.12,618.49,73.45,6,2,0,1,0,1
712,0.5,86,1245,1309,2001,11,10,12,No,3,dual,low,Single,6.0,11.0,27.56,Touch,b,668.57,308.66,332.49,59.33,2,1,0,2,0,1
1507,0.4,123,682,888,1486,15,3,19,Yes,4,penta,low,Dual,,,42.41,LCD,none,892.11,185.92,751.84,79.32,5,1,1,1,1,0
912,0.9,182,724,794,1321,7,2,6,No,2,triple,low,Single,3.0,6.0,47.88,Touch,b,458.04,374.9,1008.38,152.0,3,1,0,2,0,1
769,0.1,95,1384,1454,1877,18,2,11,Yes,2,octa,medium,Single,2.0,4.0,17.25,LCD,b,591.52,281.53,1846.58,69.91,8,2,0,2,1,0
948,0.1,173,257,1654,3499,11,7,19,No,3,penta,high,Single,14.0,20.0,22.03,Touch,a,1109.96,326.08,600.17,49.89,5,3,0,3,0,1
507,0.7,142,17,1084,2124,6,0,12,Yes,4,single,medium,Dual,,,39.84,Touch,none,671.58,458.95,0.0,42.25,1,2,1,1,1,1
1384,0.1,82,983,1210,1221,18,12,15,Yes,3,triple,high,Dual,15.0,18.0,60.88,LCD,a,763.29,183.04,256.12,92.27,3,3,1,3,1,0
1766,0.5,194,439,1306,2316,19,2,6,Yes,2,octa,medium,Single,1.0,20.0,29.97,LCD,g,807.89,183.18,1658.62,294.33,8,2,0,4,1,0
1407,0.2,170,925,1206,1068,6,0,8,No,4,quad,medium,Dual,5.0,6.0,16.29,Touch,none,1016.84,643.42,0.0,175.88,4,2,1,1,0,1
614,0.2,94,409,603,1930,13,12,4,No,4,quad,high,Dual,3.0,7.0,24.34,LCD,a,768.81,104.61,127.64,153.5,4,3,1,3,0,0
1972,0.4,196,293,952,1316,8,1,8,No,3,hepta,high,Single,9.0,18.0,13.97,Touch,none,637.7,313.81,2418.08,246.5,7,3,0,1,0,1
1039,0.2,130,384,1878,1742,18,12,15,No,3,octa,low,Dual,8.0,9.0,47.09,LCD,none,888.61,225.06,397.51,69.27,8,1,1,1,0,0
511,0.9,125,149,1285,3265,14,7,14,Yes,4,octa,high,Dual,5.0,13.0,34.35,LCD,none,753.02,209.92,466.27,36.5,8,3,1,1,1,0
1811,0.6,98,447,568,2700,13,7,8,Yes,4,quad,high,Single,4.0,16.0,5.57,Touch,n,1116.55,124.34,206.1,226.38,4,3,0,5,1,1
1159,0.4,104,717,1206,2115,8,7,18,No,2,quad,medium,Single,3.0,8.0,36.53,LCD,none,705.41,335.25,437.61,64.39,4,2,0,1,0,0
1848,0.1,178,195,533,3915,9,7,8,No,2,dual,medium,Dual,7.0,19.0,12.52,LCD,a,1334.34,126.43,193.4,231.0,2,2,1,3,0,0
1988,0.1,94,153,696,3144,16,2,14,Yes,4,octa,low,Single,,1.0,17.01,LCD,none,1153.33,112.25,883.92,142.0,8,1,0,1,1,0
1469,0.5,150,1699,1850,1571,17,16,2,No,4,hepta,low,Single,3.0,8.0,58.55,LCD,none,1230.73,273.29,293.69,734.5,7,1,0,1,0,0
